0,1,2,3,4,5,falcon-40b-lang-1_correct,falcon-40b-lang-1_choiceA_probs,falcon-40b-lang-1_choiceB_probs,falcon-40b-lang-1_choiceC_probs,falcon-40b-lang-1_choiceD_probs
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,True,0.05746,0.03674,0.4927,0.413
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.05377,0.0975,0.3188,0.53
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.2568,0.2207,0.1873,0.3352
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.982,0.00568,0.010704,0.001621
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.3438,0.272,0.1497,0.2345
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.1372,0.4167,0.3545,0.09174
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.9917,0.005444,0.001387,0.001679
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.03848,0.8984,0.02739,0.03592
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.8774,0.0756,0.0248,0.02197
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.4807,0.2059,0.1882,0.12494
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.04755,0.02734,0.8984,0.0266
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.0124,0.908,0.05035,0.02881
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.01387,0.02487,0.937,0.02411
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.494,0.02458,0.4731,0.00858
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.027,0.1963,0.4172,0.3594
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.218,0.3074,0.1969,0.2776
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.1873,0.6094,0.1658,0.03766
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.3074,0.1992,0.299,0.1946
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.0803,0.03867,0.771,0.11017
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.04062,0.8784,0.0664,0.014595
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.6094,0.252,0.09644,0.0421
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.1296,0.776,0.0551,0.03955
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.01614,0.00659,0.9727,0.004574
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,False,0.10504,0.2554,0.0354,0.604
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.00335,0.00467,0.9897,0.002384
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.008156,0.01022,0.00359,0.978
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.2488,0.2338,0.407,0.1104
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.00558,0.02055,0.01494,0.959
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.3015,0.6333,0.03152,0.03357
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.00911,0.0163,0.02051,0.954
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.3384,0.2764,0.2109,0.1742
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0402,0.05197,0.0645,0.8433
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.795,0.027,0.0858,0.09204
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.1421,0.03867,0.6494,0.1698
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.0122,0.9634,0.01126,0.013145
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.001657,0.01707,0.9697,0.01156
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.04028,0.3535,0.4165,0.19
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.288,0.2825,0.159,0.2705
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.03406,0.107,0.1121,0.747
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.02126,0.007023,0.9653,0.006546
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.7812,0.1892,0.013435,0.01634
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.002962,0.987,0.003746,0.006702
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.00606,0.004578,0.971,0.01825
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.867,0.082,0.01552,0.03525
How many sides does a rhombus have?,4,6,8,10,A,True,0.521,0.3337,0.09863,0.0466
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.136,0.1382,0.1753,0.551
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.01561,0.9727,0.007244,0.004692
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.02222,0.01385,0.01865,0.9453
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.2588,0.1261,0.2,0.415
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.8955,0.0446,0.01932,0.04074
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.2014,0.0659,0.4182,0.3145
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.09406,0.1055,0.4639,0.3367
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.09546,0.1233,0.1726,0.6084
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.2021,0.10547,0.05243,0.64
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.296,0.1747,0.1328,0.3967
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.717,0.1757,0.076,0.03137
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.006382,0.04767,0.04062,0.9053
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.0578,0.781,0.09344,0.0679
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.934,0.0374,0.01238,0.01596
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.2688,0.3386,0.136,0.2566
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.007755,0.9473,0.013504,0.0314
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.01782,0.6255,0.2966,0.0602
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.02083,0.03568,0.9062,0.03745
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.02599,0.0358,0.784,0.154
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.2041,0.3186,0.1459,0.3313
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.4314,0.2119,0.1575,0.1991
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.1189,0.2825,0.4639,0.135
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.04126,0.0833,0.01706,0.8584
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.35,0.2483,0.3066,0.095
How many stars are on the American flag?,13,48,50,51,C,True,0.2917,0.2554,0.328,0.12494
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.03738,0.01688,0.02118,0.925
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.10547,0.08344,0.7554,0.0558
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.62,0.1378,0.2013,0.04105
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.4722,0.2,0.162,0.1658
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.0372,0.07996,0.2908,0.5923
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.2119,0.2966,0.2256,0.2659
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.2034,0.2493,0.0781,0.4692
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.307,0.277,0.189,0.227
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.05896,0.07874,0.728,0.1342
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.0874,0.3274,0.234,0.3513
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.04288,0.273,0.6143,0.0697
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.5,0.2534,0.2192,0.02745
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.005104,0.04376,0.02286,0.928
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.04443,0.02618,0.011284,0.918
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.4084,0.5083,0.02144,0.06168
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,True,0.0869,0.09906,0.507,0.3074
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.0377,0.3596,0.03,0.5728
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.006145,0.006645,0.012886,0.974
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.0801,0.09326,0.0433,0.783
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.06464,0.0827,0.4666,0.386
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.03534,0.0503,0.04337,0.871
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.01298,0.00668,0.977,0.003365
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.01576,0.9453,0.03345,0.00538
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.161,0.1388,0.0973,0.603
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.001004,0.985,0.009125,0.00479
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.0469,0.9165,0.01274,0.02396
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.344,0.2267,0.2737,0.1558
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.04092,0.91,0.03102,0.01813
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.7056,0.0712,0.0672,0.1561
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.514,0.1682,0.2325,0.0852
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,True,0.3804,0.2126,0.1274,0.2795
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.10406,0.1637,0.2239,0.5083
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.002607,0.004265,0.0072,0.986
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.91,0.03387,0.04614,0.0096
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.2793,0.1733,0.1489,0.3984
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.681,0.13,0.09814,0.09076
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,True,0.1533,0.548,0.05823,0.2404
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.726,0.2147,0.02486,0.03424
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.0887,0.05933,0.03625,0.816
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.1693,0.196,0.4675,0.167
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.213,0.427,0.2214,0.1385
