No,Text,label
31,"""Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut."". What is the language of the text? ",indonesian
32,"""Dia biasanya membeli tisu paseo"". What is the language of the text? ",indonesian
33,"""Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:"". What is the language of the text? ",indonesian
34,"""Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung."". What is the language of the text? ",indonesian
35,"""Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar."". What is the language of the text? ",indonesian
36,"""Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut.."". What is the language of the text? ",indonesian
37,"""Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia"". What is the language of the text? ",indonesian
38,"""Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak."". What is the language of the text? ",indonesian
39,"""Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik."". What is the language of the text? ",indonesian
40,"""Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya."". What is the language of the text? ",indonesian
41,"""Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak."". What is the language of the text? ",indonesian
42,"""Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit."". What is the language of the text? ",indonesian
43,"""Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai."". What is the language of the text? ",indonesian
44,"""Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya."". What is the language of the text? ",indonesian
45,"""Nadia mencari kemeja untuk adiknya di uniqlo"". What is the language of the text? ",indonesian
46,"""101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures."". What is the language of the text? ",indonesian
47,"""Kantor penghubung korsel - korut dibuka pekan ini"". What is the language of the text? ",indonesian
48,"""Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart."". What is the language of the text? ",indonesian
49,"""Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh."". What is the language of the text? ",indonesian
50,"""Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!"". What is the language of the text? ",indonesian
1,"""Near the hotel I stayed in, reachable by foor, so many food choice here, the place is huge, and fun"". What is the language of the text? ",english
2,"""Yeah that's right, he's looking after the store now"". What is the language of the text? ",english
3,"""The water spinach was alright but the crab with Padang sauce was disappointing. We were given a hollow crab. In the end we decided not to eat the crab and returned it."". What is the language of the text? ",english
4,"""Located inside the Braga City Walk, which is in the same building as Aston and Fave Hotel, this is the perfect hangout spot. The coffee-tea mix that I tried for the first time was actually amazing. Combined with a sunny-side up egg and you got yourself the perfect meal for chatting with your friends. The smoke-free zone just adds to the comforting feeling as you watch the view of people coming and going in this mall"". What is the language of the text? ",english
5,"""Gianyar recieved a total 44,9 billion Rupiah from government support in 2018"". What is the language of the text? ",english
6,"""This is an example of a useless generation. Rather than being beneficial for our country, it instead becomes something that threatens it! Great job, just arrest them using UU ITE"". What is the language of the text? ",english
7,"""Good afternoon friends, we are currently conducting a maintenance, so the app is currently inaccessable."". What is the language of the text? ",english
8,"""True, we are indeed weak, I'm also actually a scaredy-cat."". What is the language of the text? ",english
9,"""Last time I was in Hanamasa the price was 120 thousand / person. But I think you'll get more than your money's worth. You can pick all the food you want, and the taste won't disappoint, you can even mix and match your own ideal meal. If you love beef, you'll love it here"". What is the language of the text? ",english
10,"""Getting to The Peak might feel so far away from the city centre of Bandung, and the access can be rather confusing, especially the small road with lots of twists and turns. However, your chances of being lost is slim because there are signages in almost every turn leading up to The Peak. The place is very good for those looking for a romantic night vibe, with a breathtaking view of the city at night. "". What is the language of the text? ",english
11,"""Kebun Raya bogor can be one of the travel destinations"". What is the language of the text? ",english
12,"""The Peak is located near Lembang in the breezy highlands of Bandung, which is ideal, but you'll have to go through quite a winding and steep road, with sharp turns along the way. Driving here at night or while raining is not recommended. In The Peak, there's a restaurant with a beautiful hillside view of Bandung city, but the meals are very expensive and not at all worth the price."". What is the language of the text? ",english
13,"""I'm never using Lion Air services ever again."". What is the language of the text? ",english
14,"""There are many things we can do in our spare time"". What is the language of the text? ",english
15,"""Gettin' more apathetic each time I report stuff like this. Cuz even after last week they still haven't worked on it. Empty promises after empty promises."". What is the language of the text? ",english
16,"""Price off the roof for an eenie-meenie portion, I can't promise coming back a second time. Cooking's not  even that different from my ma's!"". What is the language of the text? ",english
17,"""Available now, 5 brand new lunch boxes from Kotak Makan Yooyee, anti-leak lunch box 590 "". What is the language of the text? ",english
18,"""I don't get why this restaurant is ranked 12th out of 1800-ish restaurants in Jakarta. So expensive! The location is hidden, and the food is so-so. Don't blindly trust misleading reviews."". What is the language of the text? ",english
19,"""An explosion during a protest in Afghanistan killed 68 people"". What is the language of the text? ",english
20,"""I visited that restaurant together with my friends. Most of my friends were amazed to see the beautiful night view. I had the chance to try their imported steak, very tasty especially the sauce. Mmm yummy. If I have the chance, I'd like to come here again."". What is the language of the text? ",english
21,"""The road to Dusun Bambu can be travelled in around 1-2 hours by a private car. Try visiting Dusun Bambu around dusk because it's when we can clearly see the scenery and just in time for dinner."". What is the language of the text? ",english
22,"""The food is okay, just like the other Xo Suki branches. However, just because it's a national holiday like Eid doesn't mean that you can stop smiling or make us have to order over and over again to get our drinks and others . Please consider the customer's satisfications. Thanks."". What is the language of the text? ",english
23,"""This restaurant is the prime culinary destination if you're going to Bandung. Aside from the exceptionally delicious Sundanese menu, this restaurant is also built on the basis of a relaxing meal time in a saung surrounded by the woods and mountains accompanied by shady trees and splashing sounds of river water, giving you an all-around impressive culinary experience.  Must-try for anyone visiting Bandung."". What is the language of the text? ",english
24,"""Activating my Indosat data plan again because I got access to unlimited YouTube"". What is the language of the text? ",english
25,"""I just met my friend who works at Trans TV"". What is the language of the text? ",english
26,"""This restaurant in Anggrek Street has a unique and varied selection of seafood, some are even living and can be cooked on demand. The dish variety and the short wait time certainly won't leave us starving for too long. The steamed grouper is especially delicious and flavourful, even more so if cooked while the fish is still fresh. The place is pretty breezy, and the price is reasonable."". What is the language of the text? ",english
27,"""As usual, we always look for a unique culinary experience like no other, and we found this place called Padma Hotel Restaurant. We ordered the available menu. There was Indonesian, Eurpean, and Chinese food, and all of them tasted great."". What is the language of the text? ",english
28,"""Yeah, that's the thing that makes me mad. This is not the fault of the applicant but 100% the fault of the higher-ups who God knows how they even coordinate. It's heart-wrenching for me even though this is a case from my friend in Lampung."". What is the language of the text? ",english
29,"""Service may take a bit long, but the atmosphere is cool and unique, so we can enjoy ith while waiting for the food. The menu is varied and delicious"". What is the language of the text? ",english
30,"""The food here is delicious with many varieties. Everything is delicious with good scenery. Maximum service from Miss Diah and Miss Gina from start to finish. Very well served"". What is the language of the text? ",english
31,"""In the upcoming 2018 World Cup, Telkomsel will take part as an official broadcasting partner for the worldwide football event. "". What is the language of the text? ",english
32,"""He/She usually buys Paseo tissue."". What is the language of the text? ",english
33,"""The bus just wasn't comfortable, miss. Not as good as your boss promised, not to mention the atrocious food, and the disappointing tour destination."". What is the language of the text? ",english
34,"""Pretty easy to locate this place, just gotta follow the directions from the city centre. Later, you should spot a pretty crowded parking space on your left side, that's where this cafe is. Seems like the cafe's rarely empty, really lotsa visitors."". What is the language of the text? ",english
35,"""I'm so disappointed with this provider, to the point where I'm frustrated, angry, and mad. I even need to step outside because the signal is just that bad."". What is the language of the text? ",english
36,"""The pillow sheet, bed sheet, and blankets are no longer white...and the walls have become mouldy"". What is the language of the text? ",english
37,"""And when we arrived, this event just went even deeper down the drain. I was just utterly disgusted with him, seriously! Look, I'm sorry, but I just hate the guy with every fiber of my being."". What is the language of the text? ",english
38,"""We had a dinner event at the time, the ice cream was not separated from the espresso so we weren't able to mix it to our personal preferences. The salmon steak wasn't that fresh either, the skin was tough, must've been kept too long in the fridge or freezer. Ironic, considering it was supposed to be the delicious main course."". What is the language of the text? ",english
39,"""The place is easy to find. It's clean and hygenic, the service's great, and we can discuss the available meals. Pretty cool"". What is the language of the text? ",english
40,"""The best dinner buffet. You get all your money's worth. Tastes great with lots of options. There's even a group discount sometimes. Keep it up."". What is the language of the text? ",english
41,"""Perfect place to enjoy the night. It's quite comfy. Somewhat affordable, too. My favorite is the tenderloin steak. Pretty delicious"". What is the language of the text? ",english
42,"""I tried to break my fast here. For a relatively expensive price compared to high-class hotels like it, the food was very disappointing. The pasta was bland, and the others were just as tasteless. A lot different than what they usually served. And the service wasn't all that professional, especially when paying with credit cards."". What is the language of the text? ",english
43,"""I am so confused, almost all of that figure's supporters are the same, they usually just yell, slander, flame, spread hoax, let their emotions run wild, and never use their common sense"". What is the language of the text? ",english
44,"""Nusa Indah Eatery is disappointing now, man. Filthy, smokers are just allowed in AC-ed room, food takes a decade to come."". What is the language of the text? ",english
45,"""Nadia is looking for a shirt in Uniqlo for her brother."". What is the language of the text? ",english
46,"""101 Dalmations: the series is an animated television series produced by Disney Television Animation, in collaboration with Jumbo Pictures."". What is the language of the text? ",english
47,"""The Inter-Korean Liaison Office will be opened this week"". What is the language of the text? ",english
48,"""Share the love with Sinde! Get 50 Umrah packages for every purchase over Rp 15.000 in Alfamart!"". What is the language of the text? ",english
49,"""Buy shirts, hats, or watches in Lapak Monoton Roomstore, price negotiable for phone app users, my dudes"". What is the language of the text? ",english
50,"""Google Maps app is really useful, I'm satisfied!"". What is the language of the text? ",english
1,"""Cepak saka hotelku nginep, namung digawa mlaku, ing kene akeh tenan pilian panganane, panggonane sing amba, lan nyenengake"". What is the language of the text? ",javanese
2,"""Iya bener, deknen lagi jaga warung."". What is the language of the text? ",javanese
3,"""Kangkunge lumayan nanging yuyu saus padange nguciwakake dhewe dikei yuyu sing kopong akhir dhewe ora mangan yuyune lan dibalekake."". What is the language of the text? ",javanese
4,"""Manggon nang braga city walk sing sak gedung karo aston lan fave hotel, panggon iki nyaman banget dinggo nyangkruk-nyrangkruk. Kopi campur teh sing anyar lagek pisan iki aku njajal tibake enak banget, dipadu karo endog setengah mateng dadi kanca jagongan karo kanca-kanca. Panggon sing bebas rokokan tambah nyenengne karo nikmati pemandangan wira-wiri wong-wong sing mlebu metu mal iki."". What is the language of the text? ",javanese
5,"""Gianyar nompo bantuan sosial 2018 gedene rp 44, 9 milyat"". What is the language of the text? ",javanese
6,"""Iki salah siji conto generasi sing ora kangge. Ora malah migunani dinggo bangsa nanging malah dadi sesuatu sing mbahayani dinggo bangsa! Mantep jeraten ae nggawe uu ite"". What is the language of the text? ",javanese
7,"""Sore konco, wektu iki lagi dilakokne pemeliharaan dadi aplikasi ora isa diakses."". What is the language of the text? ",javanese
8,"""Tenan ringkih dhewe iki aku uga jiden saktenane"". What is the language of the text? ",javanese
9,"""Terakhir nyang hanamasa regane 120 ewu / wong. Nanging puase luwih saka iku. Isa njupuk panganan sakpuase, nanging rasa ora nggelakne, pinter-pintere awakdewe ae ngeracik dewe. Lak penggemar daging sapi mesti seneng mrene"". What is the language of the text? ",javanese
10,"""Kanggo menyang ing the peak mesthi wae karasa adoh banget saka pusat kutha bandung, lan aksese sing lumayan mbingungake lan dalan cilike mbelak-mbelok. Nanging kowe bisa ora bakal kesasar amarga meh ing saben enggokan ana tanda marang ing the peak. Panggonane apik banget kanggo kowe sing nggolek suasana mbengi romantis, kanthi pemandangan mbengi kutha sing apik tenan."". What is the language of the text? '",javanese
11,"""Kebon raya bogor isa didadekne salah siji tujuan destinasi wisata"". What is the language of the text? ",javanese
12,"""The peak panggone ning cedeke lembang, waratan duwur ning bandung sing adem lan panggone sing apik banget nanging dalan ngge moro panggonan iki kelok-kelok banget lan tikungan landep lan curam, ora disarane dingge motoran pas udan-udan lan wengi. Ning the peak ana nggen mangan sing pemandangane kutha bandung sing indah saka nggunung, rega panganane sing larang banget lan ora sumbut."". What is the language of the text? ",javanese
13,"""Aku kapok nganggo jasa lion air"". What is the language of the text? ",javanese
14,"""Akeh bab sing isa dhewe tindakake kanggo ngisi wektu luwang."". What is the language of the text? ",javanese
15,"""Saya apatis ngelaporake bab-bab kaya iki. Amarga nganti minggu wingi isih tetep hurung digarap. Mung janji-janji terus."". What is the language of the text? ",javanese
16,"""Rega dhuwur banget porsi sithik banget ora janji maneh aku teko kanggo kepindho. Panganane ora beda adoh karo emakku dong!"". What is the language of the text? ",javanese
17,"""Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590"". What is the language of the text? ",javanese
18,"""Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake."". What is the language of the text? ",javanese
19,"""Bledosan ning aksi protes ning afghanistan mateni wong 68"". What is the language of the text? ",javanese
20,"""Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana."". What is the language of the text? ",javanese
21,"""Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi."". What is the language of the text? ",javanese
22,"""Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,"". What is the language of the text? ",javanese
23,"""Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung."". What is the language of the text? ",javanese
24,"""Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited."". What is the language of the text? ",javanese
25,"""Aku nembe ngerti ketemu kancaku sek makarya nang trans tv"". What is the language of the text? ",javanese
26,"""Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah."". What is the language of the text? ",javanese
27,"""Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh."". What is the language of the text? ",javanese
28,"""Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung."". What is the language of the text? ",javanese
29,"""Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,"". What is the language of the text? ",javanese
30,"""Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan."". What is the language of the text? ",javanese
31,"""Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut."". What is the language of the text? ",javanese
32,"""De'e biasane tuku tisu paseo"". What is the language of the text? ",javanese
33,"""Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:"". What is the language of the text? ",javanese
34,"""Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget."". What is the language of the text? ",javanese
35,"""Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener."". What is the language of the text? ",javanese
36,"""Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut.."". What is the language of the text? ",javanese
37,"""Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke"". What is the language of the text? ",javanese
38,"""Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak."". What is the language of the text? ",javanese
39,"""Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik."". What is the language of the text? ",javanese
40,"""Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya."". What is the language of the text? ",javanese
41,"""Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak."". What is the language of the text? ",javanese
42,"""Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit."". What is the language of the text? ",javanese
43,"""Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo."". What is the language of the text? ",javanese
44,"""Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane."". What is the language of the text? ",javanese
45,"""Nadia nggoleki hem kanggo adike ning uniqlo"". What is the language of the text? ",javanese
46,"""101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures."". What is the language of the text? ",javanese
47,"""Kantor kang nyambungake korsel - korut dibuka pekan iki"". What is the language of the text? ",javanese
48,"""Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart."". What is the language of the text? ",javanese
49,"""Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku."". What is the language of the text? ",javanese
50,"""Aplikasi google maps akeh paedahe, aku puas nganggone!"". What is the language of the text? ",javanese
1,"""sideppa pole hotele onroakku mabbenni, jokka mi, mega anre-anre wedding lai pitte, maloang onroanna, na makanja'"". What is the language of the text? ",buginese
2,"""iya tongeng, majjaga warung i makkokkoe"". What is the language of the text? ",buginese
3,"""Lare' na makessing sa tapi bukkang saos padang na mappasara nyawa ladde' lao ri id' maneng nawerengngi bukkang maja e mancaji idi' maneng de yanrei bukkanna sibawa laipalisui."". What is the language of the text? ",buginese
4,"""Tujunna okko braga city walk si-gedung i sibawa aston sibawa fave hotel, iyye onroang e makan nyameng lai yonri cado'-cado'. Kopi lai pasicampuru' teng iye nappanna upirasai na malunra' sa pale, lai pasibawa toni tello sitengnga manasu mancaji wi sibang maccarita sibawa anggota e. Anroanna wedding yonri  mappelo mattambani nyamenna lai yita toni tau e mallao lisu massu tama okko iyye mal e."". What is the language of the text? ",buginese
5,"""Gianyar tarimai bantuang sosial 2018 eganna rp 44,9 miliar"". What is the language of the text? ",buginese
6,"""Iyana bara siddi' na contoh generasi iyae de' nakkeguna. Tennia manjaci are' makkeguna lao ri bangsa e tapi mancaji mi are' mappabbittau lao okko bangsa e! Tongeng, tikkeng bawanni pake uu ite"". What is the language of the text? ",buginese
7,"""areweng sappo, makkokkoe mattangangngi laipakanjaki mancaji aplikasie de' nullei lai bukka"". What is the language of the text? ",buginese
8,"""malemma memengki idi' maneng iyya aga pabbitaureng sitongenna"". What is the language of the text? ",buginese
