0,1,2,3,4,5,falcon-40b-baseline_correct,falcon-40b-baseline_choiceA_probs,falcon-40b-baseline_choiceB_probs,falcon-40b-baseline_choiceC_probs,falcon-40b-baseline_choiceD_probs
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.2435,0.3787,0.156,0.2218
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.2334,0.3203,0.2075,0.2389
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.04816,0.0384,0.7305,0.1832
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.0691,0.8994,0.02278,0.00858
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.63,0.271,0.0451,0.05377
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.0341,0.8516,0.0414,0.0727
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.04208,0.010895,0.9395,0.00749
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.04724,0.8057,0.0687,0.0785
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0023,0.00407,0.9805,0.01334
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.01097,0.006107,0.01039,0.9727
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.1677,0.5083,0.16,0.1638
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.0922,0.0762,0.07153,0.7603
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.1926,0.727,0.02393,0.0565
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.01125,0.004272,0.02516,0.9595
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.1897,0.3877,0.179,0.2437
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.034,0.01968,0.03427,0.912
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.4404,0.0524,0.1786,0.3286
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.3967,0.2837,0.02238,0.297
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.0503,0.7417,0.0804,0.1274
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.00485,0.010025,0.9683,0.01678
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.04855,0.2751,0.483,0.1936
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.328,0.1004,0.0636,0.508
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.04095,0.02666,0.04642,0.8857
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.00649,0.004494,0.982,0.00718
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.507,0.3044,0.06586,0.12256
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.003529,0.9707,0.008804,0.01683
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0041,0.002605,0.98,0.01354
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.723,0.0534,0.0429,0.1807
How many sides does a rhombus have?,4,6,8,10,A,True,0.5625,0.1736,0.1316,0.1321
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.07416,0.06415,0.1984,0.663
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.01219,0.976,0.006477,0.00508
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.02222,0.01171,0.0139,0.952
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.10376,0.03986,0.563,0.2932
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.4294,0.4482,0.05698,0.06537
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.01949,0.01339,0.8887,0.07825
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.527,0.1829,0.2284,0.06174
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.02759,0.0227,0.02148,0.928
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.296,0.2106,0.1018,0.3918
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.3032,0.2805,0.2236,0.1927
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.355,0.5415,0.05338,0.05035
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.004692,0.00955,0.02274,0.963
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.02324,0.943,0.0156,0.01823
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9644,0.01726,0.006447,0.011856
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.4453,0.2568,0.2112,0.0867
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.004898,0.963,0.01643,0.01569
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.01468,0.7983,0.1615,0.02556
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.005856,0.01052,0.932,0.05136
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.01057,0.01217,0.9365,0.04053
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.4143,0.2379,0.0973,0.2502
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.1176,0.3484,0.2358,0.298
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.0967,0.1486,0.246,0.509
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.03105,0.01107,0.01065,0.9473
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.3987,0.3118,0.1284,0.1611
How many stars are on the American flag?,13,48,50,51,C,True,0.1103,0.0936,0.4414,0.3547
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.007717,0.00547,0.007362,0.9795
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.0976,0.1293,0.667,0.1063
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.5083,0.1747,0.1376,0.1794
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.1217,0.312,0.1736,0.3928
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.01196,0.02051,0.879,0.08844
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.136,0.2406,0.2251,0.3982
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.633,0.1306,0.0993,0.1373
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.2644,0.1755,0.2109,0.349
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.0713,0.1251,0.693,0.1109
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.1768,0.236,0.276,0.3113
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.1892,0.554,0.1326,0.1241
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.4204,0.427,0.11224,0.0405
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.0146,0.01846,0.02771,0.9395
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.01354,0.00645,0.00784,0.972
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.06885,0.5127,0.01573,0.4026
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,True,0.04996,0.05484,0.809,0.08594
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.00993,0.010826,0.01227,0.967
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.006657,0.005394,0.007427,0.9805
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.03546,0.01868,0.01346,0.9326
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.1504,0.06726,0.572,0.2104
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.0571,0.02133,0.0627,0.859
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.0127,0.007767,0.9707,0.00901
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.02293,0.902,0.05206,0.02328
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.365,0.1135,0.1917,0.3298
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.00716,0.971,0.01109,0.01034
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.03406,0.7905,0.07855,0.097
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.2139,0.6904,0.03192,0.06396
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.014595,0.9688,0.007515,0.00906
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.4673,0.1824,0.2512,0.0991
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,True,0.1161,0.0843,0.177,0.6226
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.2106,0.2913,0.1808,0.3174
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.1365,0.2181,0.2856,0.3596
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,True,0.007465,0.006287,0.00826,0.978
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.975,0.00898,0.0085,0.007446
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.2546,0.02737,0.1807,0.537
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.4253,0.3665,0.0874,0.12085
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.0315,0.2659,0.03683,0.666
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,True,0.8936,0.04147,0.01315,0.0516
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.012436,0.006813,0.012146,0.9688
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,True,0.1675,0.2593,0.3894,0.184
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,True,0.0949,0.284,0.4783,0.1431
