Input,Pred,Gold
"Kevin menolak tawaran dari Marcus dengan sopan.. Marcus sedang menyodorkan satu piring berisi donat kepadanya.. Kevin bilang ia masih kenyang karena baru saja makan.. Marcus pun menarik kembali piring berisi gorengan tersebut.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Mika hampir saja menyerempet sepeda yang dinaiki anak kecil.. Ia sedang mengendarai mobilnya memasuki kompleks perumahan.. Ketika Mika berada di perempatan, muncul anak kecil yang berbelok tiba-tiba ke arah Mika dari sebelah kiri.. Mika refleks membanting setir ke kanan agar tidak menyerempet anak tersebut.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Aarav menyelesaikan kuliahnya di umur 19 tahun. Aarav mengikuti 2 kali program akselerasi. Program akselerasi pertama diikuti Aarav saat di bangku SD. Program akselerasi kedua diikuti saat di bangku SMA
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Yina tertarik mempelajari pertanian. Yina mengambil jurusan pertanian di kuliahnya. Yina ingin membantu petani di desanya. Yina belajar dengan sungguh-sungguh
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Gerry menatap langit. Hujan baru saja usai. Tersisa rumput yang basah. Rintik air jatuh menuju tanah
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Nelissa akan pindah ke sekolah baru. Nelissa memiliki teman baru. Nelissa berteman dengan Kevin. Nelissa selalu bersama dengan Kevin
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Arran terdampar di sebuah pulau. Arran memiliki kemampuan bertahan hidup yang baik. Arran memanfaatkan keadaan di sekitarnya untuk tetap hidup. Arran menulis kode untuk meminta pertolongan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Faizah tidak pernah memerhatikan matahari tenggelam. Faizah hanya bisa beristirahat di malah hari. Faizah tidak memiliki tugas apapun sejak siang hari. Faizah menatap ke langit sore 
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Diantara kerlip lampu-lampu malam jogja, nara menangkap kilauan dari mata kinan.. Berat sekali kaki gadis itu untuk berbalik arah dan mengucapkan selamat tinggal, padahal keretanya sudah akan berangkat.. Beberapa menit mereka habiskan dengan saling membisu.. ""Ini"" ucap nara sambil memberi sepucuk surat.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Erina memiliki target dalam hidupnya. Erina ingin mendapatkan nilai 100 di semua ujian akhirnya. Erina selalu fokus pada targetnya. Erina berhasil mencapai targetnya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Rindang menabrak pagar rumahnya. Tangan Rindang terluka. Ibu Rindang marah karena kecerobohan Rindang. Rindang menangis kesakitan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Suara azan subuh dari TV membangunkan Fairuz.. Semalam Fairuz lupa mematikan TV di kamarnya sebelum tidur.. Fairuz juga belum mematikan laptopnya.. Fairuz bahkan tidak sadar kapan ia pindah tempat ke kasur.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Riani tidak sengaja merusak bajunya. Baju Riani robek pada beberapa bagian. Ibu memahami kecerobohan Riani. Riani tetap dapat memakai bajunya setelah diperbaiki Ibu
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Wira baru saja usai mempelajari biologi. Wira melihat pohon jati yang menggugurkan daunnya. Wira mengingat-ingat pelajaran biologi yang baru saja usai ia pelajari. Wira mengetahui penyebab pohon jati meranggaskan daunnya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Jam makan siang sudah masuk.. Dila bersama kedua orang temannya menuju kantin kantor dengan semangat.. Rasa lapar sudah menggerogoti perut mereka sedari pagi.. Namun sesampainya di kantin, seluruh meja sudah dipenuhi oleh pegawai-pegawai lain.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Mooza pandai berhitung sejak taman kanak-kanak. Mooza sering mengikuti lomba matematika. Mooza selalu mewakili sekolahnya dalam ajang lomba. Mooza berhasil membanggakan banyak pihak
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Siswi kelas 8A benar-benar panik. Minggu ini diadakan pertandingan antar kelas. Salah satunya adalah pertandingan futsal. Namun, siswi 8A tidak tahu kalau terdapat pertandingan futsal putri
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Alia merayakan tahun baru di kotanya. Alia menyalakan kembang api bersama sahabatnya. Alia terpesona dengan indahnya kembang api. Kenangan Alia terbawa ke masa kecilnya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Hari ini siswa kelas satu SD Harapan dikumpulkan di UKS. Mereka akan mengadakan pengukuran tinggi dan berat badan. SD Harapan bekerjasama dengan puskesmas dekat sekolah. Sekolah ingin memastikan siswa-siswanya tumbuh dengan sehat
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Vani membelikan boneka kepada adiknya. Adik Vani tidak suka memainkan boneka. Adik Vani tidak menerima pemberian kakaknya. Vani akan kecewa kalau pemberiannya ditolak
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Lita menyingkap kain yang menjadi penutup kardus di pojok garasi.. Dugaan Lita benar.. Ada seekor kucing betina dengan ketiga anaknya yang baru lahir di dalam kardus.. Lita telah mendengar ramai suara kucing sejak semalam, tetapi baru bisa mengeceknya pagi ini.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Aisha pandai memainkan biola. Aisha akan memainkan biola ketika hari menjelang malam. Keluarga Aisha senang mendengarkan gesekan biola Aisha. Aisha seolah mampu menghanyutkan perasaan pendengar biolanya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Eve mendapatkan berita dari Yani. Yani mengabarkan pada Eve terkait libur sekolah. Sekolah Eve tidak libur pada keesokan harinya. Eve marah kepada Yani
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Suara alarm Raka terdengar nyaring dari dalam kamarnya.. Nada yang berbunyi berulang kali membuat Ibu langsung melangkah menuju kamar Raka.. Ibu mengetuk pintu kamar Raka, kemudian membukanya perlahan.. Terlihatlah kepala Raka yang sedikit menyembul dari balik selimut, dengan mata yang terpejam.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Wiji mengajarkan ilmu agama yang menyimpang. Pihak sekolah mengetahui perbuatan Wiji. Pihak sekolah melaporkan kepada kementrian agama. Wiji dikeluarkan dari sekolah tempatnya mengajar
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Rafa adalah teman sekelasku ketika kelas 10. . Entah mengapa setiap mendengar nama itu emosiku selalu meluap-luap. . Bagaimana tidak? Ia adalah orang pertama di sekolah ini yang mencari masalah denganku.. Bukan masalah sepele, bukan pula masalah cinta-cintaan tentunya.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Ujian praktek Bahasa Indonesia kali ini adalah pidato. Seluruh siswa diperbolehkan membawakan pidato bertema bebas. Guru mereka juga memperbolehkan mereka membawa naskah pidato. Guru mereka juga akan memilih siswa dengan pidato terbaik
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Peter bermain ke rumah Ervan. Rumah Ervan menggunakan konsep klasik. Peter melihat-lihat pajangan di rumah Ervan. Peter tanpa sengaja menyenggol salah satu pajangan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Diandra mendengar teriakan paket yang berasal dari luar rumahnya.. Buru-buru Diandra membuka pintu kamar dan berlari untuk mengambilnya.. Tanpa sengaja pintu kamar Diandra menutup dengan terbanting keras.. Diandra melihat Ibu di ruang tamu ketika akan keluar rumah.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Kursi dan meja di kelas 12 IPA 1 baru saja dicat.. Cat yang digunakan sekarang berwarna cokelat tua.. Sebelumnya, cat meja dan kursi adalah cokelat muda pudar.. Coretan pulpen pada meja dan kursi tidak lagi ada.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Malam itu fitra tiba-tiba menemui yuna di depan kosan nya.. Sesungguhnya fitra sudah sering datang entah untuk sekedar mengobrol atau membeli cemilan.. Namun malam itu bertepatan dengan yuna yang sedang menangis karena patah hati.. Saat menghampiri fitra, yuna berusaha untuk menutupi matanya yang bengkak. 
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Wina adalah seorang pemain teater. Wina dapat bernyanyi dan menari. Wina menjadi bintang utama pada malam hari ini. Wina melupakan lirik lagu yang harus dinyanyikannya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Aisha ingin makan sup krim. Aisha meminta kakaknya untuk membuat sup krim. Kakak Aisha sedang sibuk. Aisha memakan sup krim yang dia beli
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Sejak kecil, Lila memiliki teman tidur. Teman tidur Lila adalah selimut bulu berwarna biru. Setiap tidur, Lila harus membawa selimut tersebut. Selimut itu ia letakkan di bawah kepalanya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Setiap malam, Jerry dan teman-temannya suka bermain petasan. Meski sering dimarahi, mereka tidak pernah kapok. Hari ini, mereka bermain di depan rumah Pak Romi. Pak Romi yang galak menyiram mereka dengan air
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"""Mengeluhlah. Kali ini aku tidak akan membantah"" akhirnya aku berhenti bercanda dan duduk di hadapannya.. Namun bukanya mengeluh, ia lebih memilih menumpahkan seluruh kesalnya dengan air mata.. Tentu saja aku spontan memberikan pelukan.. ""Aku pernah dengar, hidup itu seperti menaiki roller coaster. Ada masanya kita bersusah payah untuk mencapai puncak. Juga ada masanya se-cepat itu untuk turun lagi padahal baru saja menikmati puncak"" aku berharap kata2ku dapat sedikit menenangkan.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Kezia mengusulkan Gubug Makan Mang Engking kepada keluarganya.. Mereka berencana untuk makan siang bersama di luar hari Minggu nanti.. Kezia segera mencari menu-menu makananan dan foto restoran melalui internet.. Kezia menunjukkannya ke orang tua dan kedua kakaknya.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"“Susan, kamu lagi ngapain?” Tanya leo basa-basi kepadaku ketika aku baru saja mengeluarkan komik setelah jam pelajaran.. Aku tau maksud pertanyaan ini sebenarnya leo ingin mengajakku ngobrol, namun aku sedang tidak berminat.. Dengan polos dan sedikit lugu akau menjawab “ngga ada ni, lagi baca komik conan aja”.. Dengan sedikit menggaruk kepala dan wajah yang bingung leo bertanya lagi “hmm kamu ngga mau ke kopsis san ?”.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Banjir tidak selalu menjadi kesedihan. Bagi anak-anak di komplek Tomi, banjir adalah wahana menyenangkan. Mereka dengan riang bermain air di banjir. Beberapa dari mereka bahkan membawa pelampung
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Casey akan mengikuti ulangan bahasa inggris. Casey justru belajar matematika. Esoknya, Casey meminta sontekan pada Resta. Resta menolak memberikan sontekan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Vero sangat ingin menjadi pemain sepak bola terkenal. Vero mengalami kecelakaan. Vero harus menerima takdir bahwa tulang kakinya patah. Dokter tidak menyarankan Vero untuk bermain sepak bola
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Tulang punggung Tina bermasalah sejak kecil. Bentuknya sedikit berbelok ke kiri. Hal ini mempengaruhi postur tubuh Tina. Tulang punggung Tina harus di terapi
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Mila bingung.. Ia melihat semangka di kulkas telah terbelah menjadi dua, menyisakan hanya setengah bagiannya.. Mila ingat jika ia belum pernah memotong semangka tersebut sejak membelinya semalam.. Mila bertanya kepada Ibu yang ikut berdiri di sampingnya sambil melihat isi kulkas.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Karina menyukai semua jenis masakan dengan ayam. Karina menyukai ayam bakar. Karina sering makan ayam goreng. Karina tidak suka memakan ikan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Upacara adat perayaan Maulid Nabi begitu semarak di Desa Sukamaju. Pak Kades telah mempersiapkan festival di desa ini sejak 2 bulan silam. Ada tari-tarian, makanan, dan festival malam di hari Sabtu dan Kamis. Pada tahun lalu pengunjung tidak hanya dari desa Sukamaju, tetapi juga dari desa sebelah
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Nino sedih mendengar kabar dari dokter. Cedera yang dialaminya sangat parah. Ia tidak bisa bermain basket lagi. Kakinya tidak akan kuat untuk bermain basket seperti dulu
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Rezqi baru saja mendapatkan kabar bahwa istrinya melahirkan anak pertamanya di RS Fatmawati. Karena tugas keluar kota, ia tidak bisa menemani proses persalinan. Untungnya sang istri bisa memahami dan ia ditemani oleh adik iparnya, Jeni. Selang 2 hari setelah persalinan, Rezqi baru bisa mampir ke rumah sakit.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Fian memiliki banyak pohon rambutan. Rambutan milik Fian sudah banyak yang matang. Fian memanggil anak-anak di sekitar rumahnya untuk memanen rambutan. Anak-anak tersebut mendapatkan upah berupa rambutan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Lily mengucek-ucek matanya secara perlahan.. Mata Lily kelilipan.. Angin baru saja bertiup kencang.. Pasti ada sesuatu yang terbawa oleh angin dan masuk ke mata Lily.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Pak Remi sangat kecewa dengan anaknya. Tadi siang, ia dipanggil oleh wali kelas untuk datang ke sekolah. Ternyata anaknya bertengkar dengan siswa lain. Penyebabnya adalah siswa tersebut melaporkan perbuatan curang anaknya saat ujian
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Kebiasaan Soni membuat kakaknya sangat khawatir. Setiap pulang sekolah, anak itu langsung asyik di depan komputernya. Ia bermain game selama seharian penuh. Terkadang ia sampai lupa untuk makan dan belajar
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Zaman sekarang, idola anak muda banyak yang mewarnai rambut. Banyak yang ingin mengikuti idolanya dan mewarnai rambutnya. Tidak terkecuali Mimi yang sedang mengidolakan seorang idol Korea. Idolanya itu sedang memiliki rambut berwarna ungu
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Danna sangat menyayangi kekasihnya. Danna tidak peduli walapun kekasihnya sering berbohong. Danna hanya ingin kekasihnya selalu bersamanya. Danna tidak menuntut apapun
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Paul sudah dilatih menjadi penembak sejak ia kecil. Paul bisa menembak targetnya dengan mata tertutup. Paul ingin menjadi kuat tak terkalahkan. Paul diakui kehebatannya setelah mengalahkan penembak jitu terbaik dunia
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Penjual nasi rames di kantin kantor Bobby selalu ramai pembeli setiap hari.. Walaupun baru mulai berjualan saat jam siang, sebelum jam makan siang berakhir dagangan pasti sudah habis.. Nasi ramesnya memang enak dengan harga yang terjangkau.. Bobby sering membeli nasi rames tersebut sampai ia akrab dengan ibu penjualnya.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Ayah Putri bernama Raja. Ibu Putri bernama Ratu. Kakak Putri bernama Pangeran. Nama keluarga mereka sering membuat orang terpana
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Gia merasa seseorang mengikutinya. Gia menduga adanya penguntit . Gia melaporkan hal tersebut kepada ayahnya. Ayah Gia segera memberikan pengamanan untuk anaknya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Ibuku sering sekali marah. Dia bisa marah karena hal kecil sekalipun. Kalau sudah marah, suaranya menggelegar. Aku dan adik hanya bisa pasrah menerima omelannya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Saya bermimpi jadi presiden. Tetapi saya tahu mewujudkannya sulit. Oleh karena itu saya bekerja keras sedini mungkin. Berharap mimpi itu akan terwujud
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Sore itu selesai acara wisuda, yuna bertemu dengan teman-temannya untuk membahas ide berwirausaha.. Ide untuk membuat keripik pisang coklat muncul diantara mereka.. Menurut salah satu teman yuna, usaha makanan sangat menjanjikan.. Setelah berdiskusi, mereka menyepakati untuk menamai usahanya dengan 'baacoot'.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Oknum tak bertanggung jawab menebang pohon magrove. Tidak ada lagi pohon magrove di pantai. Pohon magrove berfungsi untuk menahan ombak laut. Penduduk di sekitar pantai dihantam ombak
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Hario menangkis serangan dari lawannya.. Pertandingan karate berlangsung dengan seru.. Hario menjadi satu-satunya wakil sekolahnya dalam turnamen kali ini.. Target dari sekolah adalah Hario sampai ke lima besar.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Lukman mengikuti pesta kuliner di desanya . Lukman memakan berbagai macam makanan tradisional. Lukman tidak dapat menahan dirinya. Lukman membeli setiap jenis makanan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Deon ingin menyelenggarakan suatu kegiatan. Deon membutuhkan parameter keberhasilan. Parameter keberhasilan adalah indikator untuk mengukur apakah acara dianggap berhasil atau tidak. Peserta kegiatan yang Deon adakan mencapai target parameter keberhasilan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Vito tertarik dengan ilmu astronomi. Vito memperhatikan setiap rasi bintang di langit. Vito senang menebak setiap rasi bintang. Kara sering meledek Vito yang sering menebak asal
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Sina lupa mengerjakan PR. Guru akan marah jika ada muridnya tidak mengerjakan PR. Sina berusaha mengerjakan PR-nya walau terburu-buru. Sina melihat jawaban dari temannya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Ryzki sedang bermain dengan teman-temannya. Ryzki terjatuh dari sepeda. Lutut Ryzki terluka. Darah dari lutut Ryzki tidak berhenti mengalir
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Elisa jijik pada hewan siput. Ia tidak suka dengan tubuh siput yang lembek. Ia juga jijik dengan lendir yang dihasilkan siput. Setiap musim hujan, halaman rumah Elisa pasti penuh siput
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Kompleks perumahan Cherish mengalami mati lampu. Rumah Cherish gelap tanpa adanya penerangan. Cherish mencari lilin untuk dapat dijadikan sumber cahaya. Cherish tidak bisa melihat sekelilingnya
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Rara merasa prihatin melihat berita tentang bencana banjir di beberapa daerah.. Ia ingin membantu meringankan beban para korban banjir.. Termenung menatap lemari baju di sebelah TV, Rara jadi teringat akan pakaian layak pakai yang pernah disisihkannya tetapi belum sempat disumbangkan.. Rara segera mencari tahu ke mana ia bisa mengirimkan barang untuk diberikan kepada korban banjir.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Kakek ingin mewakafkan tanahnya. Kakek ingin beramal di akhir sisa hidupnya. Kakek memerintahkan anaknya untuk memberikan tanah miliknya kepada pihak masjid. Pihak masjid membangun ruangan baru di atas tanah pemberian kakek
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Linda ingin melestarikan budaya negeri ini. Linda mempelajari wayang. Kakek Linda mengajari Linda memainkan wayang. Linda mengadakan pagelaran wayang
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Nara tidak berhenti bersin-bersin. Hidungnya memerah karena terlalu banyak bersin. Sudah beberapa hari Nara tidak membersihkan kamar. Akibatnya, kamar Nara penuh debu
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Toko buku di ujung jalan dekat rumah Puput hanya buka ketika akhir minggu.. Puput senang mengunjunginya setiap hari Sabtu.. Walaupun tidak luas, toko buku tersebut ditata dengan apik dan bersih.. Puput bisa menghabiskan satu jam lebih di sana, berkeliling di antara rak-rak buku sambil terkadang membaca sekilas beberapa buku.
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Maya mendapat panggilan dari nomor tidak dikenal. Maya tidak percaya dengan seseorang yang menghubunginya. Maya hampir menjadi korban penipuan. Maya tidak memberikan nomor rekeningnya kepada penipu
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",1,0
"Briley tidak dapat membaca peta. Briley tersesat di hutan saat sedang perkemahan sekolahnya. Briley pergi bersama Xavier. Xavier mencari Briley dengan rasa panik
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
"Hari ini Rio ikut ibu dan neneknya menghadiri undangan pernikahan. Mereka berangkat menggunakan mobil. Supir mereka sedang libur dan ayah sedang sibuk. Rio senang jika ia diajak menghadiri acara pernikahan
What sentence is suitable to follow the paragraph above? Answer: [LABELS_CHOICE]",0,0
