Input,Pred,Gold
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The time is now! The 1st edition of the  192  ezine is live on the Poets  Directory.  You can read all of the amazing poems here: {{URL}} Thanks to everyone who submitted - it s been a pleasure to read all of your amazing work. Big shout to {{USERNAME}} as well!. 
Topic: [LABELS_CHOICE]",2,0
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Labor Day Weekend Raffle - Apple Watch, Fitbit Versa, and more! {{URL}} via {{USERNAME}} . 
Topic: [LABELS_CHOICE]",5,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
2786:251:#100milanjoscomerick, #RavensFlock #realestate, The clouds will rain success on to you, #socohs, {@NellyMo@} ,  #EmilyOsment, {{URL}} . 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Sunday special Go listen {{USERNAME}} EP RWMOH. Concentrate on the 1st track  JESUS will speak to you in  a rap form. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Shoutout to all the people who came to the 1st ever TriNaM podcast, and shoutout to {{USERNAME}} for the huge raid. Going to start doing a Podcast every Saturday night. I wish I didn t have to delete the vod but it s fine, plenty of experiences in the future.. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I just earned the  God Save the Queen (Level 59)  badge on {{USERNAME}} ! {{URL}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
#ExtendTeqip3  Govt. must notice that last year almost 10 lakh std. Appeared for JEE mains but this year only 8 lakh ....craze for Engg.  is going away and that is bcz of our govt. Plzzzz listen to the voice of Engineers.... {@PMO India@} {@Dr Ramesh Pokhriyal Nishank@} {@Nitish Kumar@} {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,5
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
the hype is crazy, act 1 is really going to be a turning point in taemin s whole career i dont think any of us are ready for it   #태민 #TAEMIN #샤이니 #SHINee #NeverGonnaDanceAgain #Act1 #Criminal {@SHINee@} {{URL}} . 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
#repost {@Shantel VanSanten@} ・・・ 107 degrees before noon?!?!?  Labor day weekend plans are to live in my pool this weekend!! #CanISleepFloatingInThePool #WrinklyFingers {{URL}}. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Full on entertainment. #JL50onSonyLIV on the {@SonyLIV@} just watched the 1st four episodes and it s just wow man. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Happy Labor Day Weekend from the team {{USERNAME}} - Enjoy Your Day Off! {{URL}} #laborday #cincinnatimarketingsolutions #outsourcedmarketing. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I m hooked on How To Be The Voice And Not The Echo on {{USERNAME}} . Check out this episode. #podcasts #audiobooks #castbox {{URL}}. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Coming up this week on {{USERNAME}} (revised line up) {{USERNAME}} , a reissue of the 1st episode of SLB, {{USERNAME}} archive discussion, {{USERNAME}} & {{USERNAME}} brother talk & to end the week {{USERNAME}} #springsteen #indiepodcast #5yearsSLB Rate & review us please. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
#VwithSudheer {@Sudheer Babu@} don t know why lots of sites gave mixed reviews. Movie lived to the hype..I am especially happy that your role is not dummy as u balance nani s act very well. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The best relationship is the kind where you complement each other perfectly, like peanut butter and jelly  I don t know how many people likes this combination huhhh  #DestinedSidNaaz {{USERNAME}} . 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
{@Miami HEAT@} Basketball vs {@Milwaukee Bucks@} Game 4  {@790 The Ticket@}  {{USERNAME}}  2:15p - Pregame Show from The Zaslow Mansion 3:30p - {{USERNAME}} & {@Ruth Riley Hunter@} w/the call Post - PostGame from The Zaslow Mansion  BAD NEWS for the Bucks!!  LIVE: {{URL}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Happy Labor Day Weekend Guys. enjoy! {@Power96@} {{URL}}. 
Topic: [LABELS_CHOICE]",2,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I got the voice on repeat ! Ya snapped on that mf {@THE VOICE@}. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
A Big Thank You {{USERNAME}} because of whom my tweets reached over 300 Rts for the 1st time since BB13.. I got to be a very lucky Small Handle today and I feel very special, honestly! #DestinedSidNaaz. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
 Somewhere between the breath and the voice, somewhere between the lung and the larynx, a split second of choice.  Top 10 song lyrics, thanks {@Daveed Diggs@} . 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The countdown starts now with the subathon between {{USERNAME}} and I let s make it fun and go as best we can!! I hope to see everyone there!!. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I’m on {@975TheFanatic@} 12-4. Last Sunday without NFL. How many games do the Eagles win? How far can they go? What do the Flyers have to do to take the next step? Are you rooting for/against Jimmy Butler? Do you agree with me the Phillies will make noise in October?. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I need to grocery shop. I need to get a gallon-sized water bottle. starting Tuesday so {{USERNAME}} can have a little fun labor day weekend.. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Put Power Book II Ghost On {@Netflix Is A Joke@}. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Oh my word! Look at this! Photographer captures a tui forming in the clouds over Aoraki, via {@nzherald@} {{URL}} . 
Topic: [LABELS_CHOICE]",3,0
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Click below to see my 24-hour #Bitcoin price prediction on the Pynk Beta !!  Comment below to tell me your prediction...  CrowdWisdom $BTCUSD $BTC #AI #Fintech #artificialintelligence ️ {{URL}} via {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
 It was hard : Labor Day weekend comes and goes in Minnesota, without high school football {{URL}} via {@Pioneer Press@} . 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Tall Ship Trinket Box by RetroMollyTreasures {{URL}} via {@Etsy@} Stop by {{URL}} for our Labor Day weekend sale 20% off of the entire store!!. 
Topic: [LABELS_CHOICE]",2,0
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Y’all need to listen to {{USERNAME}}  African Sun and Head in the Clouds are my favs rn. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
#PowerNeverEnds. Watch the series premiere of {@STARZ@} ’s Power Book II: Ghost tonight 9/8c on Philo! {{URL}}. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Power Book II: Ghost     #FiveFlames #PowerGhost    Also the closing  trailer for the upcoming episodes pulls you right in. {{USERNAME}} {@Power Book II Ghost@}. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
New article:  TSA reports its busiest day since March over Labor Day Weekend  has been published on Fintech Zoom - {{URL}} {{USERNAME}} #Fintech #Blockchain #Crypto #Cryptocurrency #ICO. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Still can’t get a foul called when the Bucks drive to the paint. Come on {@NBA Official@}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Knocking out all my series early. Watching the season finale of {@P Valley@} . Oh man last night at the Pynk!!! #PValleyStarz. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Hiiii everyone! Good afternoon happy Sunday I hope y’all have a wonderful day and are enjoying this Labor Day weekend  {@News12NJ@}. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Crystal Angel Vintage Taper Candle Holders by RetroMollyTreasures {{URL}} via {@Etsy@} Stop by {{URL}} for our Labor Day weekend sale 20% off of the entire store!!. 
Topic: [LABELS_CHOICE]",3,0
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Okay first episode of Power Book II not bad looking forward to this adventure {@STARZ@} {@50cent@}. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Porcelain Gold Rimmed Drinking Glasses by RetroMollyTreasures {{URL}} via {@Etsy@} Stop by {{URL}} for our Labor Day weekend sale 20% off of the entire store!!. 
Topic: [LABELS_CHOICE]",3,0
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The Bucks have to be considered a major disappointment if you look at the last two Playoff years. Is there enough talent there? Maybe a coaching change is required? Giannis might be MVP but the Deer don’t have a Lowry or a Butler. And they need a guy like that. {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
 Smoked brisket, sliced up and ready for Labor Day weekend! I used my {{USERNAME}} All-Purpose Rub to get that perfect smoke ring and bark. . ‍ Weekly Meal Delivery — Say no to meal prep every week! No more… {{URL}} . 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
CHEER DUDES....GET IN ON THIS!!!! {{USERNAME}} ✊and {{USERNAME}} are bringing the fellas in the spotlight with the 1st annual #BlackBoysCheerConference. This #virtual conference will be the prequel to an… {{URL}}. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The guys at {{USERNAME}} are absolutely right about Brook Lopez being anchor of the Bucks defense. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
 It was hard : Labor Day weekend comes and goes in Minnesota, without high school football {{URL}} via {@Pioneer Press@} {{USERNAME}} . 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Giannis going down might be good for the Bucks. Takes pressure off everyone trying to force him. Let these guys play #NBAonTNT #GoBucks {@Bart Winkler@} {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Check out  Northshire Live: Todd Snyder  Bundini: Don t Believe the Hype   {{URL}} {@Eventbrite@} {{USERNAME}} {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
SHINY LOCKE !!! Pokemon Harmony !! With my Brother {{USERNAME}} Bring the hype team let s go !!!! WE LIVE {{URL}}. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Celebrating Labor Day Weekend by calling voters in Montana for Bullock with #field4lyfe hype woman {{USERNAME}} .. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Labor Day Weekend... so odd to drive by {{USERNAME}} and there’s very little activity, where it normally be hustling with our County Fair! 2021 can’t come soon enough!  #signofthetimes #countyfair #statenisland #nyc #LDW. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
4 facts + 4 people i wanna know about   i ❤︎ gummies way too much  used to be a paper driver but overcame it because my motion sickness got really bad  drama/movie OST   i ve jumped from the 1st floor of a flat to chase a cat XD  thanks for the tag {{USERNAME}} ^^. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Didn’t watch the bucks game today out of superstition, but I’m proud of y’all {@Milwaukee Bucks@} let’s keep going one at a time . 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Congratulations to {@Victoria Konefal@} on winning the 1st Annual #soaphub awards for favorite #daysofourlives actress  #ciarabrady #dool #nbcdays ✨ {{USERNAME}} #proudpublicist ✨✨ {{URL}}. 
Topic: [LABELS_CHOICE]",2,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
There won’t be a video tomorrow! Taking a break for the long weekend (plus my eye won’t stop leaking tonight either) Stay tuned for a special #UNBOXING on Thursday with {{USERNAME}} !! {{URL}} • • #youtube #youtuber #youtubechannel #SmallYouTuberArmy #lgbt. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Plenty of time to enjoy all of the Lighthouse Hockey podcast goodness before Game 1 of the Eastern Conference Finals tonight. #Isles {{USERNAME}} & {{USERNAME}} recap the Flyers series and the 27-year wait for this series. {{URL}}. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The celtics Handled The {@Toronto Raptors@} In Game 5 111-89...I Feel Comfortable Enough To Say I See celtics vs miamiheat In The 2020 Eastern Conference Finals. The {@Milwaukee Bucks@} Have Failed To Create A Postseason Game Plan That… {{URL}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
$TSLA Wall Street to make subdued return after the long weekend {{URL}} via {{USERNAME}} {@Tesla@} #TSLA. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
The long weekend is over. Rather than going back to  business as usual,  transform it. Our CEO {{USERNAME}} shares how to go from old to new and from static to dynamic. {{URL}} (via {@The Wall Street Journal@} ). 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Back after the long weekend and ready to qualify you to win $100,000!!! Your next chance at #DestroyYourDebt is coming up at 3 & 5 pm! Listen LIVE to win! {{USERNAME}} {{URL}} . 
Topic: [LABELS_CHOICE]",2,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
{{USERNAME}} knows how to celebrate Labor Day. Where did you explore on the long weekend?  #fourwheelcampers #offroad #vanlife #vanlifediaries #overland #adventure #adventurevibes #truckcamper #overlander #4x4 #adventureawaits #homeiswhereyouparkit … {{URL}}. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
First WARZONE VICTORY of the long weekend inside {{USERNAME}} {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Re my earlier tweet: if {@jack@} would ever allow an EDIT button I should have clarified the dots are showing AQI---Air Quality Index--and the source is Purple Air: {{URL}}. 
Topic: [LABELS_CHOICE]",3,1
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I was going to go out and take a pic of my new {{USERNAME}} keychain because it’s so gorgeous but the smoke from all the fires in WA has made the air quality in the hazardous range all day. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Check out Jansport Sao Paulo San Francisco Live Out Side Unisex L Short Sleeve Shirt M1 #JanSport {{URL}} via {{USERNAME}}. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I spoke to ESPN about the air quality issues that the West Coast is facing and their impact on sport. Also some great quotes from other experts including {{USERNAME}} of the {{USERNAME}} . {{USERNAME}} {@University of South Carolina@} {{URL}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
I’m proud to be apart {{USERNAME}} man we suffered long enough through our down years I still cringe remembering those bad starting lines but we made it onward to the western conference finals #lakeshow. 
Topic: [LABELS_CHOICE]",2,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Russell Westbrook for a so called tough player he sure does sook alot. Too diva.  Anywho {@Los Angeles Lakers@} congrats on making the western conference finals. As much as I hope it ll be against nuggets. Clippers are next. Let s smash them hard. Coz LA is lakerstown. Not clips. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Mix - Secret Runner - GMO vs K-Wave ( Trance Red Zone - Secret Runner ) {{URL}} via {@YouTube@} “I am the King” Sharukh. 
Topic: [LABELS_CHOICE]",3,2
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
‘After 10 years: Lakers back in Western Conference finals’ {{URL}} via {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Both my sisters and their families are living with this right now. It s so, so bad.  Via {@grist@} -- Oregon’s air quality is so far beyond ‘hazardous’ that no one knows what it means for health {{URL}} via {@grist@} . 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Everything is cool and all but, {@Chennai Super Kings Mask P du Whistle P du@} tell us will Josh Hazelwood joining the lions  #CSK #Dream11IPL. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Y all! I m back on twitter just to say the {@Los Angeles Lakers@} are going to the Western Conference Finals! That is all.... 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Lakers Advance To Western Conference Finals After Blowout Win In Game 5 {{URL}} {{USERNAME}} #ByTheNumbers. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Honourable mention to {{USERNAME}} . So so close. Good to see that you still say thanks to all the marshals at all the flag points! #FIAF3. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
JV Gallego has received his release papers from NU and is now enrolled with San Beda. He will undergo a one-year residency (two semesters) before he can officially suit up for the Lions. | {@Joey Villar@}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
2018 Topps Update Rookie (35) Lot Willy Adames Tampa Bay Rays #TampaBayRays {{URL}} via {{USERNAME}}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Sources Re Air Quality: {@Dallas Cowboys@} (pic) Plan To  Stay & Play  In LA vs. #Rams {{URL}} via {@Sports Illustrated@} {@The MMQB@}. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Check out what I just added to my closet on Poshmark: San Francisco Tote Bag Canvas. {{URL}} via {@Poshmark@} #shopmycloset. 
Topic: [LABELS_CHOICE]",3,3
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
#F1 why change the lights to green when the lead car hasn t bolted ? {@David Croft@} {@Martin Brundle@} {@Paul Di Resta@} #ItalianGP. 
Topic: [LABELS_CHOICE]",3,4
"Write a sentence about [LABELS_CHOICE]: [PREMISE].Categorise the following tweets: 
Green Bay Packers fans have strong, but divided, feelings on player protests, Black anthem {{URL}} via {@Green Bay Press Gazette@} . 
Topic: [LABELS_CHOICE]",3,4
