Input,Pred,Gold
Ia suka berjemur. What happened as a result? [LABELS_CHOICE],0,0
Ada pesta makan rengginang. What happened as a result? [LABELS_CHOICE],1,0
Ia dikenal sebagai kembang desa. What was the cause? [LABELS_CHOICE],0,0
Air seninya bening. What was the cause? [LABELS_CHOICE],0,0
Dirinya dijuluki bermuka badak. What was the cause? [LABELS_CHOICE],0,0
Rumahnya dimakan si jago merah. What was the cause? [LABELS_CHOICE],1,0
Jalanan macet. What was the cause? [LABELS_CHOICE],1,1
Ia mengadu domba tetangganya. What happened as a result? [LABELS_CHOICE],1,0
Anak itu ingin sekali menuntut ilmu di negeri sakura. What happened as a result? [LABELS_CHOICE],1,1
Ia selalu jadi mahasiswi kupu-kupu. What happened as a result? [LABELS_CHOICE],0,1
Ia selalu jadi mahasiswa kura-kura. What happened as a result? [LABELS_CHOICE],0,0
Orang itu sudah bau tanah. What happened as a result? [LABELS_CHOICE],1,1
"Gadis itu berjalan melewati tukang bakso, tiba-tiba tukang baksonya senyum. What was the cause? [LABELS_CHOICE]",1,1
Mertua mendapatkan menantu idaman. What was the cause? [LABELS_CHOICE],0,1
Di malam hari jalanan sangat ramai. What was the cause? [LABELS_CHOICE],1,0
Anak muda itu pakai baju seragam SMA yang sudah dicoret-coret. What was the cause? [LABELS_CHOICE],0,0
Hari minggu pagi warga kompleks berkumpul bersama. What was the cause? [LABELS_CHOICE],1,1
Murid itu bisa membangun tenda. What was the cause? [LABELS_CHOICE],0,1
Penonton berjoget bersama di lapangan. What was the cause? [LABELS_CHOICE],1,0
"Malam ini orang-orang membakar jagung, sosis, dan ikan. What was the cause? [LABELS_CHOICE]",0,0
"Paman sedang sarungan, kokoan, dan pecian. What was the cause? [LABELS_CHOICE]",0,0
Malin kundang jadi batu. What was the cause? [LABELS_CHOICE],0,1
Bawang putih disiksa ibunya. What was the cause? [LABELS_CHOICE],1,0
"Saat lebaran, suasana kota Jakarta sangat sepi. What was the cause? [LABELS_CHOICE]",0,1
Laki-laki bugis perlu menabung uang banyak sebelum menikah. What was the cause? [LABELS_CHOICE],0,0
Lantai rumah jarang berdebu. What was the cause? [LABELS_CHOICE],1,0
Sepupuku pakai jaket di siang hari. What was the cause? [LABELS_CHOICE],0,1
Saya makan lalapan pakai tangan. What was the cause? [LABELS_CHOICE],0,0
Kakak sedang membuat sambal terasi. What was the cause? [LABELS_CHOICE],1,0
Pelajar jogja dilarang keluar rumah diatas jam 10 malam. What was the cause? [LABELS_CHOICE],0,1
Aku tidak diperbolehkan menonton pertandingan Persib melawan Persija oleh ibu. What was the cause? [LABELS_CHOICE],1,1
Papa mendapat gaji tambahan di hari raya. What was the cause? [LABELS_CHOICE],1,1
"Tahun ini, ujian sekolah pakai LJK. What happened as a result? [LABELS_CHOICE]",0,0
"Tiap awal bulan, ibu pergi ke warung. What happened as a result? [LABELS_CHOICE]",1,0
Orang itu suka bersantai pakai kaos dalam dan sarung. What happened as a result? [LABELS_CHOICE],0,1
Punggung pakde sedang dikerok. What happened as a result? [LABELS_CHOICE],1,1
Bendahara kelas hari ini ulang tahun. What happened as a result? [LABELS_CHOICE],0,1
Kami menghormati pengorbanan para pahlawan. What happened as a result? [LABELS_CHOICE],0,0
Hari ini hari raya nyepi di Bali. What happened as a result? [LABELS_CHOICE],1,0
Bibi lagi liburan ke Lombok. What happened as a result? [LABELS_CHOICE],0,0
Teman saya tinggal di sekitaran SCBD. What happened as a result? [LABELS_CHOICE],1,1
Kakak menjaga kebersihan tubuh. What happened as a result? [LABELS_CHOICE],1,1
Aku mendadak lapar saat malam hari. What happened as a result? [LABELS_CHOICE],0,0
Adik menyapu lantai tidak bersih. What happened as a result? [LABELS_CHOICE],0,1
Keluarga Pak Kades selesai makan di restoran. What happened as a result? [LABELS_CHOICE],1,1
Dosenku membeli nasi padang untuk dibawa pulang. What happened as a result? [LABELS_CHOICE],1,1
Hari ini hari raya kartini. What happened as a result? [LABELS_CHOICE],1,0
Adik yang masih TK akan berangkat ke sekolah. What happened as a result? [LABELS_CHOICE],0,1
Keluarga kami mau buka puasa. What happened as a result? [LABELS_CHOICE],0,0
Adik makan ayam tidak pakai nasi. What happened as a result? [LABELS_CHOICE],1,0
Keluarga yang percaya mitos itu punya banyak anak. What happened as a result? [LABELS_CHOICE],0,1
Warung kami tidak punya uang pecahan. What happened as a result? [LABELS_CHOICE],1,1
Paman tidak mau diajak ke Malang. What was the cause? [LABELS_CHOICE],1,0
Aku datang ke acara Mamah Dedeh. What was the cause? [LABELS_CHOICE],0,1
Pak Jokowi menjadi lebih dekat dengan masyarakat. What was the cause? [LABELS_CHOICE],1,0
Cewek itu baru saja makan Seblak. What was the cause? [LABELS_CHOICE],0,0
Keluargaku kehabisan gas. What was the cause? [LABELS_CHOICE],1,1
"Setelah upacara, saya minum cendol. What was the cause? [LABELS_CHOICE]",1,0
Banyak rombongan study tour mampir ke Monas. What was the cause? [LABELS_CHOICE],0,0
Aku membawa baju renang sebelum berangkat. What was the cause? [LABELS_CHOICE],1,1
Andi F Noya melakukan hal yang gila. What was the cause? [LABELS_CHOICE],0,1
Iwan Fals banyak disukai orang orang. What was the cause? [LABELS_CHOICE],0,1
Bos saya tidak banyak makan nasi saat kerja di Papua. What was the cause? [LABELS_CHOICE],1,0
Bakpia cocok jadi cemilan. What was the cause? [LABELS_CHOICE],1,0
Mata paman berkunang-kunang. What was the cause? [LABELS_CHOICE],0,0
Raja Ampat memberikan pesona yang luar biasa. What was the cause? [LABELS_CHOICE],0,0
Pak Raden menggerakkan boneka si Unyil. What was the cause? [LABELS_CHOICE],0,1
Raul Lemos dan Krisdayanti hidup bersama. What was the cause? [LABELS_CHOICE],0,0
Sate Madura rasanya manis. What was the cause? [LABELS_CHOICE],1,0
Mama tidak suka menonton topeng monyet. What was the cause? [LABELS_CHOICE],1,0
Bapak mampir ke pom bensin untuk buang air besar. What was the cause? [LABELS_CHOICE],0,0
Aku ke bundaran HI untuk cuci mata. What was the cause? [LABELS_CHOICE],0,0
"Di acara TV, Chef Bondan baru saja selesai memasak . What happened as a result? [LABELS_CHOICE]",0,0
Bung Tomo berpidato di Surabaya. What happened as a result? [LABELS_CHOICE],0,0
Sore ini cuaca berangin. What happened as a result? [LABELS_CHOICE],1,1
Biji kopinya berasal dari luwak. What happened as a result? [LABELS_CHOICE],0,0
Wisatawan pakai kaos hijau ke Pantai Parangtritis. What happened as a result? [LABELS_CHOICE],1,1
Nenek beli pempek kapal selam. What happened as a result? [LABELS_CHOICE],0,0
Aku berangkat sekolah pakai motor bebek. What happened as a result? [LABELS_CHOICE],1,1
Tutup kaleng kerupuk tidak ditutup dengan rapat. What happened as a result? [LABELS_CHOICE],1,0
Aku mau berhemat . What happened as a result? [LABELS_CHOICE],1,0
Giring Nidji pergi ke atas panggung. What happened as a result? [LABELS_CHOICE],1,0
Pak Tarno menepuk tangannya. What happened as a result? [LABELS_CHOICE],0,1
Anak kompleks sedang bermain gobak sodor. What happened as a result? [LABELS_CHOICE],1,1
Bapak ingin ber-swafoto. What happened as a result? [LABELS_CHOICE],1,1
Pedagang itu menjual Kerak Telor. What happened as a result? [LABELS_CHOICE],0,0
Istriku ingin beli ikan mas. What happened as a result? [LABELS_CHOICE],1,1
Pak Kumis orang Sukabumi. What happened as a result? [LABELS_CHOICE],0,1
Abangku sedang di Palu. What happened as a result? [LABELS_CHOICE],0,0
Mbah Surip tiba-tiba mengangkat saya. What happened as a result? [LABELS_CHOICE],0,1
Ariel dan Peterpan sedang naik daun. What happened as a result? [LABELS_CHOICE],1,1
Sapi itu sedang tidak enak badan. What happened as a result? [LABELS_CHOICE],0,1
Kakak kecewa ketika membuka kaleng biskuit. What was the cause? [LABELS_CHOICE],1,0
Ibu membeli daun janur menjelang lebaran. What was the cause? [LABELS_CHOICE],1,0
Ada museum bencana alam di Aceh. What was the cause? [LABELS_CHOICE],1,1
Pemuda itu berjalan bungkuk ketika lewat depan orang tua. What was the cause? [LABELS_CHOICE],1,0
Pamanku suka memberi cendol di internet. What was the cause? [LABELS_CHOICE],1,1
Kepolisian angkat tangan menangani kasus Novel Baswedan. What was the cause? [LABELS_CHOICE],1,1
Adik kesemutan setelah tadarusan di masjid. What was the cause? [LABELS_CHOICE],1,1
Kami akan sholat di langgar. What was the cause? [LABELS_CHOICE],0,0
Kota Bandung disebut sebagai kota lautan api. What was the cause? [LABELS_CHOICE],0,0
Jalan raya didepan rumah orang tersebut ditutup. What was the cause? [LABELS_CHOICE],1,0
Istriku sudah lama tidak datang bulan. What happened as a result? [LABELS_CHOICE],1,1
Lampu merah pancoran terlalu lama. What happened as a result? [LABELS_CHOICE],0,1
Motor matic temanku mogok di jalan. What happened as a result? [LABELS_CHOICE],1,0
Anak pejabat punya orang dalam. What happened as a result? [LABELS_CHOICE],1,0
Kami melewati simpang empat tanpa lampu merah. What happened as a result? [LABELS_CHOICE],0,1
Banyak orang memasukkan nama Pak SBY ke kotak suara. What happened as a result? [LABELS_CHOICE],0,0
Acara wisuda ITS dipenuhi dengan arak arakan. What happened as a result? [LABELS_CHOICE],0,1
Aku disuruh membeli beras di supermarket dengan ukuran paling kecil. What happened as a result? [LABELS_CHOICE],1,1
Nasi kemarin malam tidak habis. What happened as a result? [LABELS_CHOICE],1,1
Sangkuriang menendang perahu. What happened as a result? [LABELS_CHOICE],0,0
Hari ini mall sedang sepi pengunjung. What was the cause? [LABELS_CHOICE],1,0
Anak itu hidup sebatang kara. What was the cause? [LABELS_CHOICE],1,0
Para pemuda rela mati demi berjuang pada zaman penjajahan. What was the cause? [LABELS_CHOICE],1,0
Anak SD itu sering sekali pergi ke perpustakaan kota. What was the cause? [LABELS_CHOICE],0,1
Klien angkat kaki dari rapat. What was the cause? [LABELS_CHOICE],1,1
Adik terus membangkang perintah bapak. What happened as a result? [LABELS_CHOICE],0,1
Aku gagal menjadi polisi. What happened as a result? [LABELS_CHOICE],0,1
Rumah tetangga saya baru saja dibobol maling. What happened as a result? [LABELS_CHOICE],0,1
Orang itu menjadi kaki tangan teroris. What happened as a result? [LABELS_CHOICE],1,0
Perusahaan tersebut terus merugi selama 1 tahun terakhir. What happened as a result? [LABELS_CHOICE],1,0
Orang dari eropa terkena diare. What was the cause? [LABELS_CHOICE],0,0
Ada anak kecil mual dan muntah. What was the cause? [LABELS_CHOICE],0,0
Motor itu berlawanan arah jalan. What was the cause? [LABELS_CHOICE],1,0
Murid sekolah berkumpul di lapangan sekolah setiap jam 7 pagi hari senin. What was the cause? [LABELS_CHOICE],1,1
Anak itu dimarahi orang tuanya. What was the cause? [LABELS_CHOICE],1,0
"Menjelang lebaran, langit terlihat tidak kosong dan terdengar bunyi bising. What was the cause? [LABELS_CHOICE]",0,0
Ibu itu dilarang tawar menawar harga. What was the cause? [LABELS_CHOICE],1,0
Ibu itu punggungnya merah. What was the cause? [LABELS_CHOICE],0,0
Kucing itu terkenal sangat ganas. What was the cause? [LABELS_CHOICE],0,1
Warga kampung Jakarta bahu membahu membersihkan got kampung mereka. What was the cause? [LABELS_CHOICE],0,0
Siswa-siswa baru SMA sedang dimarahi oleh kakak kelasnya. What was the cause? [LABELS_CHOICE],0,1
Seorang pemuda laki-laki memakai baju batik. What was the cause? [LABELS_CHOICE],0,0
Di sekolah tadi saya berada dalam bahaya. What was the cause? [LABELS_CHOICE],0,1
Ada lomba makan kerupuk. What was the cause? [LABELS_CHOICE],1,0
Anak-anak itu menggambar kotak-kotak menggunakan kapur di jalan. What was the cause? [LABELS_CHOICE],0,1
Orang itu ditangkap polisi. What was the cause? [LABELS_CHOICE],0,0
Ada bendera warna kuning polos di dekat rumah tetangga. What was the cause? [LABELS_CHOICE],0,0
Orang itu terlalu banyak minum air. What was the cause? [LABELS_CHOICE],0,0
Orang itu pergi ke McD. What was the cause? [LABELS_CHOICE],1,1
Orang itu memakai kopiah. What was the cause? [LABELS_CHOICE],0,0
Seseorang mengenakan sepatu saat ingin masuk ke rumah mertua. What happened as a result? [LABELS_CHOICE],1,1
Kita diberikan suatu hadiah. What happened as a result? [LABELS_CHOICE],1,1
Penumpang angkutan umum ingin turun di jalan. What happened as a result? [LABELS_CHOICE],0,1
Orang itu akan menyebrang jalan raya. What happened as a result? [LABELS_CHOICE],0,0
Pembuat gedung 20 lantai penganut ajaran fengshui. What happened as a result? [LABELS_CHOICE],1,1
Pemuda Indonesia tersebut selesai membuang air besar. What happened as a result? [LABELS_CHOICE],1,1
Anak-anak kampung melihat orang Eropa paruh baya. What happened as a result? [LABELS_CHOICE],0,1
Saat bulan ramadhan ada tambahan upah diberikan ke karyawan. What happened as a result? [LABELS_CHOICE],1,1
Sekelompok wisatawan pergi ke Bunaken. What happened as a result? [LABELS_CHOICE],0,1
Satu keluarga yang tidak mampu ingin menyekolahkan anaknya. What happened as a result? [LABELS_CHOICE],0,1
40 hari setelah wafatnya seorang muslim di suatu perumahan. What happened as a result? [LABELS_CHOICE],0,1
Seorang karyawan perusahaan berangkat jam 7 pagi menuju Jakarta Pusat. What happened as a result? [LABELS_CHOICE],0,0
Orang itu bernama Haryo. What happened as a result? [LABELS_CHOICE],1,1
Hari ini tanggal 31 Oktober. What happened as a result? [LABELS_CHOICE],1,0
Guru masuk di awal pelajaran siswa sekolah dasar. What happened as a result? [LABELS_CHOICE],1,0
Orang itu parkir motor di depan indomaret. What happened as a result? [LABELS_CHOICE],0,0
Ayah penyayang binatang. What happened as a result? [LABELS_CHOICE],1,0
Anak kecil itu menaruh tangan ke kepala orang tuanya. What happened as a result? [LABELS_CHOICE],0,1
Orang itu ingin makan rendang. What happened as a result? [LABELS_CHOICE],0,0
Anak itu pengecut dalam menghadapi masalah. What happened as a result? [LABELS_CHOICE],0,0
Siswa-siswa pergi ke Taman Banteng. What was the cause? [LABELS_CHOICE],0,1
Menkominfo tersangkut korupsi BTS. What was the cause? [LABELS_CHOICE],1,1
Ada kemacetan di Jalan Pantura di Jawa. What was the cause? [LABELS_CHOICE],1,0
Siswa SMA dihukum oleh guru sekolah. What was the cause? [LABELS_CHOICE],0,1
Orang itu menonton video Cak Lontong. What was the cause? [LABELS_CHOICE],0,1
Keluaga itu belangganan PAM. What was the cause? [LABELS_CHOICE],1,0
Banyak ondel-ondel di suatu lapangan. What was the cause? [LABELS_CHOICE],0,0
Orang itu punya alergi ketan. What was the cause? [LABELS_CHOICE],1,0
Kendaraan tersebut melambatkan jalannya. What was the cause? [LABELS_CHOICE],1,1
Mahasiswa itu memakai jaket kuning. What was the cause? [LABELS_CHOICE],0,0
Dosen itu kolestrolnya naik. What was the cause? [LABELS_CHOICE],1,1
Orang itu disebut tinggal di luar planet. What was the cause? [LABELS_CHOICE],1,1
Orang itu memilih untuk ke Bandara Halim dibandingkan Bandara Soekarno Hatta. What was the cause? [LABELS_CHOICE],0,1
Orang itu meminum Tolak Angin. What was the cause? [LABELS_CHOICE],0,0
Ada kendaraan memutar audio digoreng dadakan. What was the cause? [LABELS_CHOICE],1,0
Orang itu membutuhkan KBBI. What was the cause? [LABELS_CHOICE],1,0
Buah itu disemuti oleh semut hitam. What was the cause? [LABELS_CHOICE],1,0
Orang itu berdagang secara online di Indonesia. What was the cause? [LABELS_CHOICE],0,1
Seorang kontestan Masterchef dimarahi. What was the cause? [LABELS_CHOICE],0,1
Langit jakarta sangat gelap. What was the cause? [LABELS_CHOICE],1,1
Mahasiswa itu ingin berhemat. What happened as a result? [LABELS_CHOICE],0,1
Sekelompok orang tua ingin merayakan keberhasilan promosinya dengan makanan nuansa lokal. What happened as a result? [LABELS_CHOICE],0,1
Seorang pemuda pergi ke Pasar Senen di Jakarta. What happened as a result? [LABELS_CHOICE],1,0
Orang itu masuk angin. What happened as a result? [LABELS_CHOICE],1,0
Pemuda itu punggungnya pegal. What happened as a result? [LABELS_CHOICE],0,1
Seorang direktur utama di BUMN membuat postingan di grup WhatsApp. What happened as a result? [LABELS_CHOICE],0,1
Orang Jakarta itu membeli tisu roll. What happened as a result? [LABELS_CHOICE],1,1
Kelompok supporter itu mendukung Persija. What happened as a result? [LABELS_CHOICE],0,1
Warga Indonesia itu bekerja di Indonesia. What happened as a result? [LABELS_CHOICE],0,0
Anak itu ingin melihat jenis-jenis binatang. What happened as a result? [LABELS_CHOICE],1,1
Pemuda itu suka lagu dangdut. What happened as a result? [LABELS_CHOICE],0,0
Orang itu tidak boleh makanan dingin. What happened as a result? [LABELS_CHOICE],0,0
"Di hari lebaran, laki-laki itu pergi ke puncak di Bogor. What happened as a result? [LABELS_CHOICE]",0,0
Perempuan itu pergi ke Gramedia. What happened as a result? [LABELS_CHOICE],0,0
Bapak-bapak membuat grup komunitas untuk chatting. What happened as a result? [LABELS_CHOICE],1,1
Orang itu perlu memeluk sesuatu saat tidur. What happened as a result? [LABELS_CHOICE],0,1
Orang itu mementingkan keselematan diri. What happened as a result? [LABELS_CHOICE],0,0
Masakan itu berasal dari Jawa Tengah. What happened as a result? [LABELS_CHOICE],0,1
Orang itu bepergian. What happened as a result? [LABELS_CHOICE],1,0
Piring itu kotor. What happened as a result? [LABELS_CHOICE],1,1
Anak itu memakan Nasi Padang. What was the cause? [LABELS_CHOICE],1,1
Pemerintah bagi-bagi sembako LPG ke orang miskin. What was the cause? [LABELS_CHOICE],0,1
Seorang pengemudi ojek online ingin menurunkan penumpang. What was the cause? [LABELS_CHOICE],1,1
Orang Muslim Indonesia merasa aman memakan suatu makanan di restoran. What was the cause? [LABELS_CHOICE],1,0
Orang itu tiba-tiba berkata 'mari pak'. What was the cause? [LABELS_CHOICE],0,0
Ibu itu memilih untuk tidak berbelanja bahan baku di Indomart. What was the cause? [LABELS_CHOICE],1,0
Orang itu pergi ke pijat refleksi. What was the cause? [LABELS_CHOICE],0,1
Orang Jakarta berbaju warna oren datang ke stadium gelora bung karno . What was the cause? [LABELS_CHOICE],0,0
Transjakarta biayanya menjadi RP 1. What was the cause? [LABELS_CHOICE],1,1
Paman ingin lebaran dan memilih pesawat Super Jet. What was the cause? [LABELS_CHOICE],0,0
Orang muslim tersebut ingin minum yang hangat-hangat. What happened as a result? [LABELS_CHOICE],0,1
Anak itu dimarahi ibunya. What happened as a result? [LABELS_CHOICE],0,1
Bapak Jokowi datang ke suatu pertemuan. What happened as a result? [LABELS_CHOICE],1,1
Hari ini lebaran idul adha. What happened as a result? [LABELS_CHOICE],0,1
Ibu itu ingin merayakan kelulusan dengan nuansa padang. What happened as a result? [LABELS_CHOICE],0,0
Saat ini berlangsung jam Istirahat Kerja kantor. What happened as a result? [LABELS_CHOICE],0,1
Anak itu mengisi acara Festival Seni Budaya Bandung. What happened as a result? [LABELS_CHOICE],1,1
Pegawai PNS sedang beristirahat. What happened as a result? [LABELS_CHOICE],1,1
Ayam itu berkokok. What happened as a result? [LABELS_CHOICE],0,0
Orang itu butuh kehangatan di badan. What happened as a result? [LABELS_CHOICE],1,1
Bos perusahaan itu kebakaran Jenggot. What was the cause? [LABELS_CHOICE],0,1
Anak itu melakukan apel pagi. What was the cause? [LABELS_CHOICE],1,1
Berita itu digoreng di media sosial. What was the cause? [LABELS_CHOICE],1,1
Orang itu masih hijau di dunia karir. What was the cause? [LABELS_CHOICE],1,1
Professor itu viral di Indonesia. What was the cause? [LABELS_CHOICE],0,0
Orang itu keras kepala. What happened as a result? [LABELS_CHOICE],1,0
Anak itu sangat aneh gerak-geriknya. What happened as a result? [LABELS_CHOICE],0,1
Kita berdua memilih untuk empat mata. What happened as a result? [LABELS_CHOICE],0,1
Karyawan itu ingin mendapatkan promosi. What happened as a result? [LABELS_CHOICE],1,0
Pria itu berhidung belang. What happened as a result? [LABELS_CHOICE],0,1
Banyak orang segan membeli rumah tersebut. What was the cause? [LABELS_CHOICE],1,0
mereka berjanji untuk bertemu sebelum magrib. What was the cause? [LABELS_CHOICE],0,1
Dia membuat lontong. What was the cause? [LABELS_CHOICE],1,1
